Date,Adj Close,Close,High,Low,Open,Volume
1/3/2023,368.1687012,380.8200073,386.4299927,377.8299866,384.3699951,74850700
1/4/2023,371.0109863,383.7600098,385.8800049,380,383.1799927,85934100
1/5/2023,366.7764893,379.3800049,381.8399963,378.7600098,381.7200012,76970500
1/6/2023,375.1874084,388.0799866,389.25,379.4100037,382.6099854,104189600
1/9/2023,374.974762,387.8599854,393.7000122,387.6700134,390.3699951,73978100
1/10/2023,377.6044006,390.5799866,390.6499939,386.269989,387.25,65358100
1/11/2023,382.3803101,395.519989,395.6000061,391.3800049,392.230011,68881100
1/12/2023,383.7724304,396.9599915,398.4899902,392.4200134,396.6700134,90157700
1/13/2023,385.2612915,398.5,399.1000061,393.3399963,393.6199951,63903900
1/17/2023,384.5555725,397.769989,400.230011,397.0599976,398.480011,62677300
1/18/2023,378.4841614,391.4899902,400.1199951,391.2799988,399.0100098,99632300
1/19/2023,375.7289124,388.6400146,391.0799866,387.2600098,389.3599854,86958900
1/20/2023,382.728363,395.8800049,396.0400085,388.3800049,390.1000061,91806400
1/23/2023,387.3205872,400.6300049,402.6499939,395.7200012,396.7200012,84178800
1/24/2023,386.9049072,400.2000122,401.1499939,397.6400146,398.8800049,59524900
1/25/2023,387.0498352,400.3500061,400.7000122,393.5599976,395.9500122,84800300
1/26/2023,391.3036499,404.75,404.9200134,400.0299988,403.1300049,72287400
1/27/2023,392.2027588,405.6799927,408.1600037,403.4400024,403.6600037,68346200
1/30/2023,387.2818604,400.5899963,405.1300049,400.2799988,402.7999878,74202000
1/31/2023,392.9762268,406.480011,406.5299988,400.769989,401.1300049,86811800
2/1/2023,397.1526794,410.7999878,413.6700134,402.3500061,405.2099915,101459200
2/2/2023,402.9340515,416.7799988,418.3099976,412.8800049,414.8599854,101654500
2/3/2023,398.6512451,412.3500061,416.9700012,411.0899963,411.5899963,94736800
2/6/2023,396.2149048,409.8299866,411.2900085,408.1000061,409.7900085,60295300
2/7/2023,401.3968811,415.1900024,416.4899902,407.5700073,408.8699951,90990700
2/8/2023,397.0076599,410.6499939,414.5299988,409.9299927,413.1300049,76227500
2/9/2023,393.5659485,407.0899963,414.5700073,405.8099976,414.4100037,78694900
2/10/2023,394.484375,408.0400085,408.4400024,405.0100098,405.8599854,70769700
2/13/2023,399.1152344,412.8299866,412.9700012,408.2399902,408.7200012,64913500
2/14/2023,398.9315796,412.6400146,415.0499878,408.5100098,411.2399902,88389300
2/15/2023,400.2270508,413.980011,414.0599976,409.4700012,410.3500061,61555700
2/16/2023,394.7164001,408.2799988,412.9100037,408.1400146,408.7900085,76431500
2/17/2023,393.7303162,407.2600098,407.5100098,404.0499878,406.0599976,89257800
2/21/2023,385.8317566,399.0899963,404.1600037,398.8200073,403.0599976,82655900
2/22/2023,385.2999573,398.5400085,401.1300049,397.019989,399.519989,83742300
2/23/2023,387.3495483,400.6600037,402.2000122,396.25,401.5599976,96242400
2/24/2023,383.2117615,396.3800049,397.25,393.6400146,395.4200134,108194400
2/27/2023,384.5168762,397.730011,401.2900085,396.75,399.8699951,80444700
2/28/2023,383.0957336,396.2600098,399.2799988,396.1499939,397.230011,96438600
3/1/2023,381.6262207,394.7399902,396.6900024,393.3800049,395.4100037,99706800
3/2/2023,384.5942078,397.8099976,398.6900024,392.3299866,392.6799927,85127800
3/3/2023,390.7622681,404.1900024,404.4500122,399.0299988,399.7099915,90120000
3/6/2023,391.0329895,404.4700012,407.4500122,404.0100098,405.0499878,72795900
3/7/2023,385.0389099,398.269989,404.6700134,397.6300049,404.4200134,108310600
3/8/2023,385.6673889,398.9200134,399.7099915,396.5899963,398.3900146,74746600
3/9/2023,378.5518494,391.5599976,401.480011,390.5299988,399.7399902,111945300
